smiles,pic50
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ccn[nH]1)C(=O)c1ccc(F)cc12,7.87
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ccncn1)C(=O)c1ccc(F)cc12,8.02
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ccnn1C)C(=O)c1ccc(F)cc12,7.08
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ccnnc1)C(=O)c1ccc(F)cc12,7.97
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ccon1)C(=O)c1ccc(F)cc12,7.86
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1cn[nH]c1)C(=O)c1ccc(F)cc12,7.29
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1cnn(C)c1)C(=O)c1ccc(F)cc12,8.06
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1cnn(C)n1)C(=O)c1ccc(F)cc12,7.46
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1cocn1)C(=O)c1ccc(F)cc12,7.46
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1nc[nH]n1)C(=O)c1ccc(F)cc12,6.68
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ncc[nH]1)C(=O)c1ccc(F)cc12,7.75
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ncccn1)C(=O)c1ccc(F)cc12,6.25
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1nccn1C)C(=O)c1ccc(F)cc12,6.44
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ncco1)C(=O)c1ccc(F)cc12,6.92
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ncn(C)n1)C(=O)c1ccc(F)cc12,6.32
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1nncn1C)C(=O)c1ccc(F)cc12,6.37
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1nnn(C)n1)C(=O)c1ccc(F)cc12,6.65
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1nnn[nH]1)C(=O)c1ccc(F)cc12,5.67
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1nnnn1C)C(=O)c1ccc(F)cc12,6.41
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN1CC(=O)NN=C1c1ccc(Cl)cc12,6.35
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12Cn1nncc1-c1ccc(Cl)cc12,6.18
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@]12Cn1nncc1-c1ccc(Cl)cc12,4.11
C[C@H]1COC[C@@]2(C1)NC(=O)N(c1cncc3ccccc13)C2=O,4.24
C[C@H]1COC[C@H](C)N1CCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,8.02
C[C@H]1COC[C@]2(C1)NC(=O)N(c1cncc3ccccc13)C2=O,5.21
C[C@H]1COc2ccccc2[C@H]1C(=O)Nc1cncc2ccccc12,4.71
C[C@H]1C[C@@H](C(C)(F)F)CCN1C(=O)Cc1cncc2ccccc12,5.9
C[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)Cc1cncc2ccccc12,5.93
C[C@H]1C[C@@H](C)N(C(=O)Cc2cncc3ccccc23)[C@@H](C)C1,5.87
C[C@H]1C[C@H](C(C)(F)F)CCN1C(=O)Cc1cncc2ccccc12,6.2
C[C@H]1C[C@H](C)CN(C(=O)Cc2cncc3ccccc23)C1,4.28
C[C@H]1C[C@H](C)N(C(=O)Cc2cncc3ccccc23)C1,4.38
C[C@H]1C[C@H](C2CCCCC2)CN1C(=O)Cc1cncc2ccccc12,5.22
C[C@H]1C[C@H](c2ccccc2)CCN1C(=O)Cc1cncc2ccccc12,4.85
C[C@H]1C[C@H](c2ccccc2)N(C(=O)Cc2cncc3ccccc23)C1,4.82
C[C@H]1C[C@H](c2cccs2)CN1C(=O)Cc1cncc2ccccc12,5.11
C[C@H]1C[C@H](c2ccsc2)CN1C(=O)Cc1cncc2ccccc12,5.05
C[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)Cc1cncc2ccccc12,5.38
C[C@H]1C[C@H]2C[C@@H]1CN2C(=O)Cc1cncc2ccccc12,4.98
C[C@H]1Cc2sccc2CN1C(=O)Cc1cncc2ccccc12,6.113333333333333
C[C@H]1OCCC[C@]12NC(=O)N(c1cncc3ccccc13)C2=O,4.02
C[C@H]1[C@H]2CCCC[C@H]2CN1C(=O)Cc1cncc2ccccc12,5.02
C[C@H]1c2cccnc2CCN1C(=O)Cc1cncc2ccccc12,4.3
C[C@H]1c2ccsc2CCN1C(=O)Cc1cncc2ccccc12,5.8149999999999995
C[C@]1(c2ccc(F)cc2)CCN(C(=O)Cc2cncc3ccccc23)C1,4.84
C[C@]1(c2ccccc2)CCCN(C(=O)Cc2cncc3ccccc23)C1,4.57
Cc1cc(C)n(C[C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)n1,4.19
Cc1cc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(F)ccc3C2=O)on1,7.91
Cc1cc(F)cc(CC(=O)Nc2cncc3ccccc23)c1,5.79
Cc1cc(F)ccc1C(F)(F)C(=O)Nc1cncc2ccccc12,4.56
Cc1cc(NC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)no1,5.2
Cc1cc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)[nH]n1,4.41
Cc1cc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)on1,4.49
Cc1cc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)cs1,5.09
Cc1cc2c(cc1C)[C@H](C(=O)Nc1cncc3ccccc13)CO2,5.34
Cc1cc2c(s1)CCN(C(=O)Cc1cncc3ccccc13)C2,5.38
Cc1ccc(CCNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,7.12
Cc1ccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,6.96
Cc1ccc(C[C@H]2CCCN(C(=O)Cc3cncc4ccccc34)C2)cc1,4.55
Cc1ccc(F)c(CC(=O)Nc2cncc3ccccc23)c1,5.29
Cc1ccc(F)c(CN(C)C(=O)Cc2cncc3ccccc23)c1F,4.24
Cc1ccc(F)cc1C(F)(F)C(=O)Nc1cncc2ccccc12,5.0
Cc1ccc(F)cc1CC(=O)Nc1cncc2ccccc12,5.73
Cc1ccc([C@H](C(=O)Nc2cncc3ccccc23)C2CC2)cc1,4.73
Cc1ccc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)cc1,4.82
Cc1ccc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)cc1,4.32
Cc1ccc2[nH]cc(CCNC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)c2c1,7.12
Cc1ccc2c(n1)CCN(C(=O)Cc1cncc3ccccc13)C2,4.44
Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1F,4.2
Cc1cccc(CN(C(=O)Cc2cncc3ccccc23)C2CC2)c1,5.04
Cc1cccc(CN(Cc2ccccn2)C(=O)Cc2cncc3ccccc23)c1,4.48
Cc1cccc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)c1C,5.36
Cc1cccc2[nH]c(CNC(=O)c3cncc4ccccc34)cc12,4.87
Cc1ccccc1C[C@H]1CCCN1C(=O)Cc1cncc2ccccc12,4.43
Cc1ccccc1NC(=O)C[C@H]1SC(=O)N(c2ccccc2)C1=O,6.23
Cc1ccccc1[C@H]1C[C@H](C)N(C(=O)Cc2cncc3ccccc23)C1,4.86
Cc1ccnc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)c1,4.06
Cc1cnc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(F)ccc3C2=O)cn1,7.15
Cc1cnc2c(c1)CN(C(=O)Cc1cncc3ccccc13)CC2,5.03
Cc1cncc(CC(=O)N2CCc3sccc3C2)c1,5.3
Cc1cncc(CC(=O)Nc2cncc3ccccc23)c1,4.99
Cc1csc(C[C@H]2CCCN(C(=O)Cc3cncc4ccccc34)C2)n1,4.17
Cc1csc([C@H]2CCCN(C(=O)Cc3cncc4ccccc34)C2)n1,4.19
Cc1csc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)n1,4.32
Cc1csc2c1CN(C(=O)Cc1cncc3ccccc13)CC2,6.48
Cc1nc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(F)ccc3C2=O)c[nH]1,7.56
Cc1nc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(F)ccc3C2=O)co1,8.04
Cc1nc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(F)ccc3C2=O)no1,6.68
Cc1nc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)cs1,4.67
Cc1nc2c(n1C)CCN(C(=O)Cc1cncc3ccccc13)C2,4.4
Cc1nc2ccc(N(Cc3cccc(Cl)c3)C(=O)Cc3cncc4ccccc34)cc2[nH]1,6.47
Cc1ncc(-c2cccc(Cl)c2)c(=O)n1-c1cncc2ccccc12,4.8
Cc1ncc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(F)ccc3C2=O)o1,7.09
Cc1nccc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3CNc3nnc(C(F)(F)F)o3)c3cc(Cl)ccc3C2=O)n1,7.89
Cc1nccc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3CNc3nnc(C(F)(F)F)s3)c3cc(Cl)ccc3C2=O)n1,7.36
Cc1nccc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3CNc3nnc(C)o3)c3cc(Cl)ccc3C2=O)n1,7.75
Cc1nccc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3CNc3nnco3)c3cc(Cl)ccc3C2=O)n1,8.64
Cc1nccc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3CNc3nncs3)c3cc(Cl)ccc3C2=O)n1,8.6
Cc1nnc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3CNc3ccncn3)c3cc(Cl)ccc3C2=O)o1,7.54
Cc1nnc(NC[C@H]2CN(c3cncc4ccccc34)C(=O)[C@@]23CN(Cc2cc[nH]n2)C(=O)c2ccc(Cl)cc23)o1,7.68
Cc1nnc(NC[C@H]2CN(c3cncc4ccccc34)C(=O)[C@@]23CN(Cc2cc[nH]n2)C(=O)c2ccc(Cl)cc23)s1,7.62
Cc1nnc(Sc2cc(-c3ccccc3)nc3ncnn23)n1C,5.2
Cc1nnc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)o1,4.01
Cn1c(CNC(=O)c2cncc3ccccc23)nc2ccccc21,4.07
Cn1c(Cc2ccccc2)nn(-c2cncc3ccccc23)c1=O,5.04
Cn1cc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)cn1,4.27
Cn1cc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)c(C(F)F)n1,4.31
Cn1cc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)c2ccccc21,4.76
Cn1cc([C@H]2CN(C(=O)Cc3cncc4ccccc34)CC2(C)C)cn1,4.34
Cn1ccc(CN2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)n1,5.865
Cn1cccc1[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,5.1
Cn1cnc(CN2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)n1,5.25
Cn1cnc(Cn2c(=O)[nH]/c(=N\c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,8.43
Cn1cnc2c1CCN(C(=O)Cc1cncc3ccccc13)C2,5.01
Cn1cncc1[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,4.11
Cn1ncc(C2CCC2)c1CNC(=O)c1cncc2ccccc12,4.25
Cn1ncc2cncc(NC(=O)[C@H]3CNS(=O)(=O)c4ccc(Cl)cc43)c21,5.5649999999999995
Cn1nccc1C[C@H]1CCCN1C(=O)Cc1cncc2ccccc12,4.12
Cn1nccc1[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,4.42
Cn1nccc1[C@H]1CCCN1C(=O)Cc1cncc2ccccc12,4.26
Cn1nccc1[C@H]1CCN(C(=O)Cc2cncc3ccccc23)C1,4.26
Cn1nnc(CN2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)n1,5.29
Cn1nncc1[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,4.15
Cn1nnnc1CN1C[C@]2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,5.21
N#CC1(N(C(=O)Cc2cncc3ccccc23)c2ccccc2)CCCCC1,4.85
N#CC1(c2ccccc2)CCN(C(=O)Cc2cncc3ccccc23)CC1,5.36
N#CC1CC2(CCN(C(=O)Cc3cncc4ccccc34)C2)C1,4.06
N#CC1CCN(C(=O)Cc2cncc3ccccc23)CC1,4.74
N#CC1[C@H]2CC[C@H]1CN(C(=O)Cc1cncc3ccccc13)C2,4.86
N#CC[C@@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.34
N#CC[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.83
N#CCc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cc1,6.03
N#C[C@H](c1ccccc1)[C@H]1CCCN1C(=O)Cc1cncc2ccccc12,4.46
N#Cc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cc1,5.37
N#Cc1ccc(N(Cc2ccccc2)C(=O)Cc2cncc3ccccc23)cc1,4.89
N#Cc1ccc2c(c1)Oc1c(F)cccc1CN2C(=O)Cc1cncc2ccccc12,4.81
N#Cc1cccc(NC(=O)Cc2cncc3ccccc23)c1,4.5
N=C(N)NCCc1ccc(OC(=O)Nc2ccccc2)cc1,4.8
N=C(N)NCc1ccc(OC(=O)Nc2ccccc2)cc1,5.13
N=C(N)Nc1ccc(OC(=O)Nc2ccccc2)cc1,5.68
NC(=O)CN(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,5.48
NC(=O)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.06
NC(=O)c1ccc2c(c1)[C@]1(CCO2)NC(=O)N(c2cncc3ccccc23)C1=O,4.85
NS(=O)(=O)OCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@H](C(=O)NCc2ccccn2)C1,4.09
NS(=O)(=O)c1ccc2c(c1)[C@]1(CCO2)NC(=O)N(c2cncc3ccccc23)C1=O,4.65
O=C(CCl)N1CCN(Cc2cccc(Cl)c2)[C@H]2CS(=O)(=O)C[C@H]21,7.26
O=C(CN(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12)N1CCCC1,5.75
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NC(c1ccccc1)c1ccccc1,7.04
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCCCCCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,6.81
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCCCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,7.23
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOCCNc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,6.14
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOCCOCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,6.35
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,6.47
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,5.9
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCc1ccc(C(F)(F)F)cc1,7.15
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCc1ccc(C(F)F)cc1,7.3
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCc1ccc(Cl)c(Cl)c1,7.15
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCc1ccc(Cl)cc1Cl,6.97
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCc1cccc(Cl)c1,7.21
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCc1c(Cl)cccc1Cl,6.75
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCc1cc(Cl)cc(Cl)c1,7.16
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCc1ccc(Br)cc1,6.86
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCc1ccc(CCO)cc1,7.1
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCc1ccc(F)cc1,7.11
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCc1ccc2c(c1)OCO2,6.95
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCc1cccc(Br)c1,7.35
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCc1cccc(Cl)c1,7.02
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCc1cccc(F)c1,7.14
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCc1ccccc1,7.22
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)Nc1ccc(C(F)(F)F)cn1,6.39
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)Nc1ccc(N2CCOCC2=O)cc1,7.17
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)Nc1ccc2scnc2c1,6.93
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)Nc1ccccc1,7.01
O=C(COS(=O)(=O)N1CCOCC1)N1CCN(Cc2cccc(Cl)c2)[C@H]2CCCC[C@H]21,5.88
O=C(COS(=O)(=O)N1CCOCC1)N1CCN(Cc2cccc(Cl)c2)[C@H]2CS(=O)(=O)C[C@H]21,6.62
O=C(COS(=O)(=O)NCc1ccccc1)N1CCN(Cc2cccc(Cl)c2)[C@H]2CS(=O)(=O)C[C@@H]21,4.93
O=C(COS(=O)(=O)NCc1ccccc1)N1CCN(Cc2cccc(Cl)c2)[C@H]2CS(=O)(=O)C[C@H]21,5.55
O=C(C[C@H]1CCCC(F)(F)C1)Nc1cncc2ccccc12,5.23
O=C(Cc1c(F)ccc(F)c1F)Nc1cncc2ccccc12,4.51
O=C(Cc1cc(Cl)ccc1F)Nc1cncc2ccccc12,5.97
O=C(Cc1cc(F)c(F)c(F)c1)Nc1cncc2ccccc12,6.33
O=C(Cc1cc(F)c(F)cc1F)Nc1cncc2ccccc12,5.69
O=C(Cc1cc(F)cc(F)c1)Nc1cncc2ccccc12,6.19
O=C(Cc1cc(F)cc(F)c1F)Nc1cncc2ccccc12,5.82
O=C(Cc1cc(F)ccc1Cl)Nc1cncc2ccccc12,5.56
O=C(Cc1cc(F)ccc1F)Nc1cncc2ccccc12,5.69
O=C(Cc1ccc(F)c(F)c1F)Nc1cncc2ccccc12,4.8
O=C(Cc1ccc(F)cc1F)Nc1cncc2ccccc12,4.6
O=C(Cc1cccc(F)c1F)Nc1cncc2ccccc12,4.66
O=C(Cc1ccccc1F)Nc1cncc2ccccc12,4.44
O=C(Cc1cccnc1)N1CCc2sccc2C1,4.47
O=C(Cc1cncc(F)c1)Nc1cncc2ccccc12,5.33
O=C(Cc1cncc2ccccc12)N(CCC(F)(F)F)C1CCCCC1,4.18
O=C(Cc1cncc2ccccc12)N(CCC(F)(F)F)Cc1ccccc1,4.78
O=C(Cc1cncc2ccccc12)N(Cc1cc(F)ccc1F)C1CCCC1,5.95
O=C(Cc1cncc2ccccc12)N(Cc1ccc(F)cc1)C1CCCCC1,5.05
O=C(Cc1cncc2ccccc12)N(Cc1ccc(F)cc1)CC1CC1,4.99
O=C(Cc1cncc2ccccc12)N(Cc1ccc2[nH]ccc2c1)Cc1cccs1,4.97
O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)C12CC(C1)N(C1CC1)C2,5.31
O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)C12CC(C1)N(CC1COC1)C2,5.4
O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)[C@]12CC[C@H](C1)N(CC1COC1)C2,4.7
O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)c1ccc2cc[nH]c2c1,6.23
O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)c1ccc2nc[nH]c2c1,6.21
O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)c1ccccn1,5.88
O=C(Cc1cncc2ccccc12)N(Cc1cccc(F)c1)C1CC1,5.52
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1)C1CCC1,5.13
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1)Cc1ccc(F)cc1,5.0
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1)[C@H]1CCCC12CCC2,4.95
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1)c1ccccc1,5.11
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1O)c1ccc(F)cc1,4.78
O=C(Cc1cncc2ccccc12)N(Cc1cccs1)c1ccccc1,5.0
O=C(Cc1cncc2ccccc12)N1CC(C2CCCCC2)C1,4.74
O=C(Cc1cncc2ccccc12)N1CC(CC2CCC2)C1,4.94
O=C(Cc1cncc2ccccc12)N1CC(CCc2ccccc2)C1,4.54
O=C(Cc1cncc2ccccc12)N1CC(Cc2ccsc2)C1,4.65
O=C(Cc1cncc2ccccc12)N1CC(F)(F)C(F)(F)C(F)(F)C1,4.25
O=C(Cc1cncc2ccccc12)N1CC(F)(F)CC2(CCC2)C1,4.22
O=C(Cc1cncc2ccccc12)N1CC(F)(F)C[C@H]1c1ccccc1,4.55
O=C(Cc1cncc2ccccc12)N1CC(F)(F)C[C@H]2CCCC[C@H]21,4.03
O=C(Cc1cncc2ccccc12)N1CCC(C(F)(F)F)CC1,6.55
O=C(Cc1cncc2ccccc12)N1CCC(C(F)F)CC1,5.92
O=C(Cc1cncc2ccccc12)N1CCC(C2CC2)CC1,5.77
O=C(Cc1cncc2ccccc12)N1CCC(C2CCC2)CC1,5.67
O=C(Cc1cncc2ccccc12)N1CCC(C2CCCC2)CC1,5.35
O=C(Cc1cncc2ccccc12)N1CCC(CC(F)(F)F)CC1,5.69
O=C(Cc1cncc2ccccc12)N1CCC(CC2CC2)CC1,5.56
O=C(Cc1cncc2ccccc12)N1CCC(CC2CCC2)CC1,4.97
O=C(Cc1cncc2ccccc12)N1CCC(CF)CC1,5.63
O=C(Cc1cncc2ccccc12)N1CCC(CN2CCCC2=O)CC1,4.46
O=C(Cc1cncc2ccccc12)N1CCC(Cc2cc(F)ccc2F)CC1,4.27
O=C(Cc1cncc2ccccc12)N1CCC(F)(F)CC1,5.17
O=C(Cc1cncc2ccccc12)N1CCC(F)(c2ccccc2)CC1,4.63
O=C(Cc1cncc2ccccc12)N1CCC(Nc2cccc3ncccc23)CC1,4.07
O=C(Cc1cncc2ccccc12)N1CCC(OC2CC2)CC1,4.29
O=C(Cc1cncc2ccccc12)N1CCC(OC2CCC2)CC1,4.3
O=C(Cc1cncc2ccccc12)N1CCC([C@H](F)c2ccccc2F)CC1,4.5
O=C(Cc1cncc2ccccc12)N1CCC([C@H]2CCCO2)CC1,4.52
O=C(Cc1cncc2ccccc12)N1CCC([C@H]2CCO2)CC1,4.43
O=C(Cc1cncc2ccccc12)N1CCC([C@H]2CCOC2)CC1,4.625
O=C(Cc1cncc2ccccc12)N1CCC(c2cccc(F)c2)CC1,4.71
O=C(Cc1cncc2ccccc12)N1CCC(c2ccccc2)CC1,4.49
O=C(Cc1cncc2ccccc12)N1CCC(c2cccs2)CC1,4.86
O=C(Cc1cncc2ccccc12)N1CCC(c2ccno2)CC1,4.87
O=C(Cc1cncc2ccccc12)N1CCC(c2cnco2)CC1,4.4
O=C(Cc1cncc2ccccc12)N1CCC(c2cscn2)CC1,4.1
O=C(Cc1cncc2ccccc12)N1CCC(c2ncco2)CC1,4.11
O=C(Cc1cncc2ccccc12)N1CCC(c2nccs2)CC1,4.44
O=C(Cc1cncc2ccccc12)N1CCC2(C=Cc3ccccc3O2)CC1,5.79
O=C(Cc1cncc2ccccc12)N1CCC2(CC1)CC2,5.15
O=C(Cc1cncc2ccccc12)N1CCC2(CC1)CC2(F)F,5.2
O=C(Cc1cncc2ccccc12)N1CCC2(CC1)CCC(F)(F)C2,5.43
O=C(Cc1cncc2ccccc12)N1CCC2(CC1)CCS2(=O)=O,4.6
O=C(Cc1cncc2ccccc12)N1CCC2(CC1)COC2,4.27
O=C(Cc1cncc2ccccc12)N1CCC2(CC1)COCCO2,4.88
O=C(Cc1cncc2ccccc12)N1CCC2(CC1)CS(=O)(=O)C2,4.32
O=C(Cc1cncc2ccccc12)N1CCC2(CC1)C[C@H]2F,5.11
O=C(Cc1cncc2ccccc12)N1CCC2(CCC2)CC1,5.85
O=C(Cc1cncc2ccccc12)N1CCC2(CCCC2)CC1,5.79
O=C(Cc1cncc2ccccc12)N1CCC2(CCCCC2)CC1,5.99
O=C(Cc1cncc2ccccc12)N1CCC2(CCCCO2)CC1,5.24
O=C(Cc1cncc2ccccc12)N1CCC2(CCCO2)CC1,4.95
O=C(Cc1cncc2ccccc12)N1CCC2(CCO2)CC1,4.57
O=C(Cc1cncc2ccccc12)N1CCC2(CCOC2)CC1,4.97
O=C(Cc1cncc2ccccc12)N1CCC2(CCOCC2)CC1,4.3
O=C(Cc1cncc2ccccc12)N1CCC2(C[C@H]1C(F)(F)F)OCCO2,4.78
O=C(Cc1cncc2ccccc12)N1CCCC2(CC2)C1,4.41
O=C(Cc1cncc2ccccc12)N1CCCC2(CCC2)C1,4.56
